https://www.CryptoDataDownload.com,,,,,,,
unix,date,symbol,open,high,low,close,Volume BTC
1644683760000,2022-02-12 16:36:00,BTC/USDT,42412.81,42448,42409.01,42445.27,18.84972
1644683700000,2022-02-12 16:35:00,BTC/USDT,42388.6,42416.7,42387,42410.53,6.80566
1644683640000,2022-02-12 16:34:00,BTC/USDT,42380.05,42407.99,42380,42388.6,26.42526
1644683580000,2022-02-12 16:33:00,BTC/USDT,42380.7,42415.42,42376.45,42380.04,21.23736
1644683520000,2022-02-12 16:32:00,BTC/USDT,42320.44,42382.15,42320.43,42380.71,16.59083
1644683460000,2022-02-12 16:31:00,BTC/USDT,42401.91,42401.91,42320.43,42320.44,27.46429
1644683400000,2022-02-12 16:30:00,BTC/USDT,42362.33,42439.3,42361.99,42401.9,24.73749
1644683340000,2022-02-12 16:29:00,BTC/USDT,42353.24,42371.09,42336.69,42362.33,7.14408
1644683280000,2022-02-12 16:28:00,BTC/USDT,42361.41,42370.99,42345.08,42353.25,6.75643
1644683220000,2022-02-12 16:27:00,BTC/USDT,42345.24,42375.7,42345.23,42361.41,5.79167
1644683160000,2022-02-12 16:26:00,BTC/USDT,42354.43,42381.15,42336.06,42345.23,14.6497
1644683100000,2022-02-12 16:25:00,BTC/USDT,42337.93,42362.83,42325.58,42354.43,12.41858
1644683040000,2022-02-12 16:24:00,BTC/USDT,42359.57,42367.2,42333.91,42337.93,22.44592
1644682980000,2022-02-12 16:23:00,BTC/USDT,42386.27,42414,42359.57,42359.57,18.60881
1644682920000,2022-02-12 16:22:00,BTC/USDT,42357.07,42414.61,42354.94,42387.24,61.33503
1644682860000,2022-02-12 16:21:00,BTC/USDT,42417.83,42417.84,42351.36,42357.06,22.64839
1644682800000,2022-02-12 16:20:00,BTC/USDT,42387.27,42426.21,42383.05,42417.84,35.9142
1644682740000,2022-02-12 16:19:00,BTC/USDT,42408.71,42421.31,42372.42,42387.27,68.57759
1644682680000,2022-02-12 16:18:00,BTC/USDT,42416.31,42419.98,42347.9,42408.71,37.46046
1644682620000,2022-02-12 16:17:00,BTC/USDT,42402.65,42420,42353.57,42416.31,31.88534
1644682560000,2022-02-12 16:16:00,BTC/USDT,42386.6,42445.92,42379.34,42402.65,90.65004
1644682500000,2022-02-12 16:15:00,BTC/USDT,42351.13,42430,42308.78,42386.61,68.40809
1644682440000,2022-02-12 16:14:00,BTC/USDT,42404.08,42441.94,42342.05,42349.92,79.59016
1644682380000,2022-02-12 16:13:00,BTC/USDT,42403.75,42413,42372.15,42404.09,31.04554
1644682320000,2022-02-12 16:12:00,BTC/USDT,42341.8,42409.03,42341.79,42403.75,48.20112
1644682260000,2022-02-12 16:11:00,BTC/USDT,42340.02,42361.76,42327.97,42341.8,36.29008
1644682200000,2022-02-12 16:10:00,BTC/USDT,42353.3,42448,42318.1,42340.02,133.55881
1644682140000,2022-02-12 16:09:00,BTC/USDT,42274.46,42369.64,42272.57,42353.3,60.08595
1644682080000,2022-02-12 16:08:00,BTC/USDT,42262.36,42320.79,42222,42272.57,49.42135
1644682020000,2022-02-12 16:07:00,BTC/USDT,42177.78,42320.11,42165.52,42261.29,79.68206
1644681960000,2022-02-12 16:06:00,BTC/USDT,42094.34,42196.33,42094.33,42177.77,31.73563
1644681900000,2022-02-12 16:05:00,BTC/USDT,42028.48,42094.34,42028.48,42094.33,11.49079
1644681840000,2022-02-12 16:04:00,BTC/USDT,42082.93,42093.35,41995.2,42028.49,27.79194
1644681780000,2022-02-12 16:03:00,BTC/USDT,42118.01,42143.09,42068.36,42082.94,18.25093
1644681720000,2022-02-12 16:02:00,BTC/USDT,42195.84,42196.34,42118,42118.01,46.49189
1644681660000,2022-02-12 16:01:00,BTC/USDT,42172.17,42195.84,42152.78,42195.84,12.46724
1644681600000,2022-02-12 16:00:00,BTC/USDT,42123.92,42180,42117.15,42172.17,36.65427
1644681540000,2022-02-12 15:59:00,BTC/USDT,42117.93,42123.96,42088.08,42123.93,8.68954
1644681480000,2022-02-12 15:58:00,BTC/USDT,42087.99,42128.35,42087.99,42117.92,12.52046
1644681420000,2022-02-12 15:57:00,BTC/USDT,42108.68,42108.68,42082.67,42087.99,10.26398
1644681360000,2022-02-12 15:56:00,BTC/USDT,42116.62,42116.62,42080.71,42108.67,17.25358
1644681300000,2022-02-12 15:55:00,BTC/USDT,42150.31,42170.71,42112.37,42116.61,50.24321
1644681240000,2022-02-12 15:54:00,BTC/USDT,42135.24,42159.23,42127.28,42150.32,8.98191
1644681180000,2022-02-12 15:53:00,BTC/USDT,42145.22,42147.6,42111.77,42135.24,6.53528
1644681120000,2022-02-12 15:52:00,BTC/USDT,42102.31,42145.23,42085.3,42142.11,16.09166
1644681060000,2022-02-12 15:51:00,BTC/USDT,42090.61,42107.19,42076.01,42102.31,21.21006
1644681000000,2022-02-12 15:50:00,BTC/USDT,42130.98,42130.99,42089.46,42090.61,42.98822
1644680940000,2022-02-12 15:49:00,BTC/USDT,42099.99,42136.05,42094.93,42130.99,24.12779
1644680880000,2022-02-12 15:48:00,BTC/USDT,42148.77,42148.77,42099.73,42099.99,8.57312
1644680820000,2022-02-12 15:47:00,BTC/USDT,42133.22,42148.77,42106,42148.77,18.75908
1644680760000,2022-02-12 15:46:00,BTC/USDT,42104.82,42148.05,42097.02,42133.21,11.8154
1644680700000,2022-02-12 15:45:00,BTC/USDT,42092.94,42136.63,42088.85,42104.83,16.28763
1644680640000,2022-02-12 15:44:00,BTC/USDT,42108.11,42108.12,42074.17,42092.94,18.01106
1644680580000,2022-02-12 15:43:00,BTC/USDT,42087.14,42140.17,42087.14,42108.11,29.58367
1644680520000,2022-02-12 15:42:00,BTC/USDT,42076.36,42088.27,42068.83,42088.27,11.01397
1644680460000,2022-02-12 15:41:00,BTC/USDT,42063.06,42098.71,42061.48,42076.35,10.53502
1644680400000,2022-02-12 15:40:00,BTC/USDT,42061.48,42089.86,42061.48,42063.06,13.46097
1644680340000,2022-02-12 15:39:00,BTC/USDT,42062.32,42067.64,42030.93,42061.49,13.58357
1644680280000,2022-02-12 15:38:00,BTC/USDT,42067.21,42069.99,42033.93,42062.33,9.82119
1644680220000,2022-02-12 15:37:00,BTC/USDT,42026.99,42086.9,42026.82,42067.21,23.32164
1644680160000,2022-02-12 15:36:00,BTC/USDT,41984.96,42034.04,41984.96,42034.04,12.50609
1644680100000,2022-02-12 15:35:00,BTC/USDT,41985,41985,41950,41984.97,10.79357
1644680040000,2022-02-12 15:34:00,BTC/USDT,41954.27,42000,41954.27,41985,11.69564
1644679980000,2022-02-12 15:33:00,BTC/USDT,41952.5,41986.95,41935.36,41954.28,11.70944
1644679920000,2022-02-12 15:32:00,BTC/USDT,41911.5,41955.63,41862.97,41955.63,33.2482
1644679860000,2022-02-12 15:31:00,BTC/USDT,41952.51,41952.52,41905.11,41911.5,15.30632
1644679800000,2022-02-12 15:30:00,BTC/USDT,42011.66,42011.67,41950.72,41952.51,8.94393
1644679740000,2022-02-12 15:29:00,BTC/USDT,42005.08,42027.32,42001.25,42011.67,8.83534
1644679680000,2022-02-12 15:28:00,BTC/USDT,41973.48,42010.65,41957.01,42005.07,18.17379
1644679620000,2022-02-12 15:27:00,BTC/USDT,41964.04,41989.01,41950.9,41973.49,18.83695
1644679560000,2022-02-12 15:26:00,BTC/USDT,41983.36,42006.98,41956.79,41964.04,10.36406
1644679500000,2022-02-12 15:25:00,BTC/USDT,42034.26,42050,41973.06,41983.37,23.47247
1644679440000,2022-02-12 15:24:00,BTC/USDT,41999.99,42049.51,41999.99,42034.26,20.22848
1644679380000,2022-02-12 15:23:00,BTC/USDT,41972.28,42000,41951.86,42000,14.14444
1644679320000,2022-02-12 15:22:00,BTC/USDT,41926.46,41977.71,41922.98,41972.28,26.88104
1644679260000,2022-02-12 15:21:00,BTC/USDT,41951.87,41956.58,41904.94,41923.01,10.93988
1644679200000,2022-02-12 15:20:00,BTC/USDT,41917.04,41988.86,41900,41951.87,40.65887
1644679140000,2022-02-12 15:19:00,BTC/USDT,41892.36,41968.33,41892.36,41917.03,63.76142
1644679080000,2022-02-12 15:18:00,BTC/USDT,41851.85,41935.41,41851.84,41892.37,30.88352
1644679020000,2022-02-12 15:17:00,BTC/USDT,41968.81,41968.81,41833.31,41851.85,68.23562
1644678960000,2022-02-12 15:16:00,BTC/USDT,42024.88,42028.99,41938.76,41968.8,31.36996
1644678900000,2022-02-12 15:15:00,BTC/USDT,42048.69,42079.27,42009.22,42024.88,35.34756
1644678840000,2022-02-12 15:14:00,BTC/USDT,42025.15,42052.27,41968.57,42048.7,37.85547
1644678780000,2022-02-12 15:13:00,BTC/USDT,42048.99,42049,42018.07,42025.14,7.06785
1644678720000,2022-02-12 15:12:00,BTC/USDT,42059.2,42091.99,42037.48,42048.99,48.84484
1644678660000,2022-02-12 15:11:00,BTC/USDT,42043.6,42067.77,42000,42059.21,52.81657
1644678600000,2022-02-12 15:10:00,BTC/USDT,42038.91,42053.34,42031.38,42043.6,7.8207
1644678540000,2022-02-12 15:09:00,BTC/USDT,42062.73,42067.72,42010.55,42038.9,22.91256
1644678480000,2022-02-12 15:08:00,BTC/USDT,42037.12,42095,42037.12,42062.72,12.80067
1644678420000,2022-02-12 15:07:00,BTC/USDT,42057.61,42057.61,42037.11,42037.12,11.5239
1644678360000,2022-02-12 15:06:00,BTC/USDT,42088.45,42101.44,42053.55,42057.61,7.93905
1644678300000,2022-02-12 15:05:00,BTC/USDT,42092.47,42136.03,42068.96,42088.46,15.05127
1644678240000,2022-02-12 15:04:00,BTC/USDT,42114.58,42119.9,42076.18,42092.48,18.38157
1644678180000,2022-02-12 15:03:00,BTC/USDT,42146.46,42146.48,42110.4,42114.58,9.2086
1644678120000,2022-02-12 15:02:00,BTC/USDT,42145.43,42147.41,42088.96,42146.46,21.08744
1644678060000,2022-02-12 15:01:00,BTC/USDT,42194.96,42194.97,42117.32,42145.43,41.81814
1644678000000,2022-02-12 15:00:00,BTC/USDT,42160.62,42207.03,42158.43,42194.96,34.06981
1644677940000,2022-02-12 14:59:00,BTC/USDT,42148.61,42180.78,42130.85,42160.63,14.93542
1644677880000,2022-02-12 14:58:00,BTC/USDT,42118.53,42169.99,42118.52,42148.6,20.98544
1644677820000,2022-02-12 14:57:00,BTC/USDT,42099.99,42139.51,42087.11,42118.53,18.7458
1644677760000,2022-02-12 14:56:00,BTC/USDT,42128.03,42169,42075.81,42100,39.13694
1644677700000,2022-02-12 14:55:00,BTC/USDT,41999.99,42128.04,41999.99,42128.03,66.77261
1644677640000,2022-02-12 14:54:00,BTC/USDT,41952.62,42033.87,41952.61,42000,50.48343
1644677580000,2022-02-12 14:53:00,BTC/USDT,41889.82,41952.62,41876.86,41952.61,24.89659
1644677520000,2022-02-12 14:52:00,BTC/USDT,41919.96,41933.17,41887.43,41889.81,10.74749
1644677460000,2022-02-12 14:51:00,BTC/USDT,41908.65,41950.81,41902.57,41919.96,15.69126
1644677400000,2022-02-12 14:50:00,BTC/USDT,41884.76,41914.96,41870.01,41907.81,12.7254
1644677340000,2022-02-12 14:49:00,BTC/USDT,41904.03,41914.95,41875.51,41884.76,18.55516
1644677280000,2022-02-12 14:48:00,BTC/USDT,41900.75,41920.42,41870.12,41904.04,15.18291
1644677220000,2022-02-12 14:47:00,BTC/USDT,41956.54,41956.54,41864.16,41900.75,40.15875
1644677160000,2022-02-12 14:46:00,BTC/USDT,41922.48,41961.16,41877.5,41956.53,24.94023
1644677100000,2022-02-12 14:45:00,BTC/USDT,41987.01,41987.36,41903.73,41922.48,53.25155
1644677040000,2022-02-12 14:44:00,BTC/USDT,41968.18,42023.79,41855.86,41987.02,146.27389
1644676980000,2022-02-12 14:43:00,BTC/USDT,41878.76,41988.87,41862.26,41968.18,54.7347
1644676920000,2022-02-12 14:42:00,BTC/USDT,41897.61,41911.51,41850,41878.75,27.36155
1644676860000,2022-02-12 14:41:00,BTC/USDT,41902.06,41906.85,41800.13,41897.61,161.85021
1644676800000,2022-02-12 14:40:00,BTC/USDT,41922.94,41990.14,41898.65,41901.23,43.6287
1644676740000,2022-02-12 14:39:00,BTC/USDT,41925.14,41984.02,41900.97,41922.94,54.72329
1644676680000,2022-02-12 14:38:00,BTC/USDT,41990.99,42027.55,41912,41925.15,52.36363
1644676620000,2022-02-12 14:37:00,BTC/USDT,42024.13,42024.14,41942.76,41990.99,44.00775
1644676560000,2022-02-12 14:36:00,BTC/USDT,42020.04,42056.97,42003.27,42024.13,59.85256
1644676500000,2022-02-12 14:35:00,BTC/USDT,42068.97,42072.31,42020,42020.04,8.5644
1644676440000,2022-02-12 14:34:00,BTC/USDT,42093.64,42097.95,42062.28,42068.97,30.92992
1644676380000,2022-02-12 14:33:00,BTC/USDT,42063.55,42106.91,42062.54,42095.93,40.13928
1644676320000,2022-02-12 14:32:00,BTC/USDT,42035.03,42063.55,41967.19,42062.54,78.03747
1644676260000,2022-02-12 14:31:00,BTC/USDT,42078.95,42078.96,42025.18,42035.04,24.82103
1644676200000,2022-02-12 14:30:00,BTC/USDT,42057.06,42085.52,42050.14,42078.95,20.27153
1644676140000,2022-02-12 14:29:00,BTC/USDT,42100,42103.18,42055,42057.05,16.00103
1644676080000,2022-02-12 14:28:00,BTC/USDT,42120,42124.51,42100,42100,10.44096
1644676020000,2022-02-12 14:27:00,BTC/USDT,42129.99,42161.64,42110.09,42120.01,9.89517
1644675960000,2022-02-12 14:26:00,BTC/USDT,42108.7,42130,42100.48,42129.99,7.69388
1644675900000,2022-02-12 14:25:00,BTC/USDT,42108.39,42131.71,42100.5,42108.7,13.39619
1644675840000,2022-02-12 14:24:00,BTC/USDT,42128.49,42140.4,42098.71,42105.47,17.89761
1644675780000,2022-02-12 14:23:00,BTC/USDT,42161.1,42178.8,42128.49,42128.49,14.70652
1644675720000,2022-02-12 14:22:00,BTC/USDT,42161.37,42166.43,42157.07,42163.93,7.4668
1644675660000,2022-02-12 14:21:00,BTC/USDT,42190.3,42190.3,42161.35,42161.37,5.2369
1644675600000,2022-02-12 14:20:00,BTC/USDT,42202.77,42209.94,42166.98,42190.29,5.31972
1644675540000,2022-02-12 14:19:00,BTC/USDT,42202.99,42218.92,42171.62,42202.78,8.76529
1644675480000,2022-02-12 14:18:00,BTC/USDT,42179.9,42203,42179.9,42202.99,5.41907
1644675420000,2022-02-12 14:17:00,BTC/USDT,42160.04,42191.47,42144.87,42179.91,10.3963
1644675360000,2022-02-12 14:16:00,BTC/USDT,42192.2,42192.21,42160.04,42160.05,3.16078
1644675300000,2022-02-12 14:15:00,BTC/USDT,42168.99,42217.99,42168.99,42192.2,16.24718
1644675240000,2022-02-12 14:14:00,BTC/USDT,42183.8,42183.8,42152.88,42169,8.30308
1644675180000,2022-02-12 14:13:00,BTC/USDT,42071.01,42187.94,42063.78,42183.8,35.60825
1644675120000,2022-02-12 14:12:00,BTC/USDT,42086.77,42088.11,42028.65,42071.02,27.72143
1644675060000,2022-02-12 14:11:00,BTC/USDT,42120.89,42123.96,42069.97,42086.77,15.94623
1644675000000,2022-02-12 14:10:00,BTC/USDT,42098.86,42134.42,42086.85,42120.89,19.34864
1644674940000,2022-02-12 14:09:00,BTC/USDT,42089.04,42100,42059.29,42098.86,43.4355
1644674880000,2022-02-12 14:08:00,BTC/USDT,42078.03,42100,42052.47,42089.04,110.52838
1644674820000,2022-02-12 14:07:00,BTC/USDT,42120.75,42120.76,42078.02,42078.03,9.80495
1644674760000,2022-02-12 14:06:00,BTC/USDT,42150.09,42153.51,42120.01,42120.76,18.77004
1644674700000,2022-02-12 14:05:00,BTC/USDT,42155.13,42180.49,42150.09,42150.1,14.60345
1644674640000,2022-02-12 14:04:00,BTC/USDT,42194.99,42198.07,42150,42155.13,22.39893
1644674580000,2022-02-12 14:03:00,BTC/USDT,42150.9,42195,42150.01,42194.99,14.3442
1644674520000,2022-02-12 14:02:00,BTC/USDT,42168.88,42168.88,42150.89,42150.91,6.97422
1644674460000,2022-02-12 14:01:00,BTC/USDT,42158.89,42180,42129.99,42168.87,24.96181
1644674400000,2022-02-12 14:00:00,BTC/USDT,42099.17,42175.16,42095.44,42158.9,23.58484
1644674340000,2022-02-12 13:59:00,BTC/USDT,42108.16,42131.7,42088.79,42099.17,10.51215
